camera,frame,segment,filename,psnr_full_db,ssim_full,psnr_tissue_db,ssim_tissue,psnr_tissue_layer_db,ssim_tissue_layer,lpips_tissue_layer_alex_v0.1,tissue_pixels,tissue_union_crop_width,tissue_union_crop_height
stereo_left,288,assimilation_0_79_percent,000288.png,12.263660019267459,0.2885192334651947,16.900315039608515,0.718604326248169,14.714861556148001,0.7617824673652649,0.5360791683197021,814229,1370,1062
stereo_left,289,assimilation_0_79_percent,000289.png,12.259154971164964,0.28854501247406006,16.86386521592522,0.7182658314704895,14.699719523534668,0.7614644169807434,0.5345828533172607,814623,1371,1061
stereo_left,290,assimilation_0_79_percent,000290.png,12.255072522489293,0.2886178195476532,16.83131097303477,0.718153178691864,14.678628937057049,0.7609033584594727,0.5348372459411621,814956,1371,1059
stereo_left,291,assimilation_0_79_percent,000291.png,12.251434309357057,0.28865277767181396,16.801939511627474,0.717971682548523,14.654527783138512,0.7600932121276855,0.5363906621932983,815259,1371,1056
stereo_left,292,assimilation_0_79_percent,000292.png,12.247907460017748,0.2886122763156891,16.774097603301907,0.7176353931427002,14.62689506999479,0.7589694857597351,0.5426766872406006,815551,1371,1052
stereo_left,293,assimilation_0_79_percent,000293.png,12.244934161400536,0.28862592577934265,16.75006004735109,0.7174110412597656,14.609201033183501,0.758371889591217,0.5424872636795044,815848,1371,1050
stereo_left,294,assimilation_0_79_percent,000294.png,12.242030132047233,0.28860124945640564,16.727152611363564,0.717093825340271,14.587973010742214,0.7574977278709412,0.545301079750061,816143,1371,1047
stereo_left,295,assimilation_0_79_percent,000295.png,12.239109890977476,0.28863441944122314,16.704310830519187,0.7169519066810608,14.56652689911737,0.7567051649093628,0.5457316040992737,816405,1371,1044
stereo_left,296,assimilation_0_79_percent,000296.png,12.236967371518858,0.2886277437210083,16.686110990153843,0.7167121767997742,14.54701480268216,0.7558677196502686,0.5467649102210999,816675,1371,1041
stereo_left,297,assimilation_0_79_percent,000297.png,12.234681648152721,0.2886549234390259,16.667150368875937,0.7165735363960266,14.527020540365536,0.7550846934318542,0.5509124398231506,816930,1371,1038
stereo_left,298,assimilation_0_79_percent,000298.png,12.232747452388029,0.28869184851646423,16.651641457733117,0.7165287733078003,14.508581048390791,0.7543568015098572,0.5535738468170166,817164,1371,1035
stereo_left,299,assimilation_0_79_percent,000299.png,12.230922554199857,0.2886975407600403,16.637469777554863,0.7163791060447693,14.489941094624456,0.7535980343818665,0.5525739192962646,817408,1371,1032
stereo_left,300,assimilation_0_79_percent,000300.png,12.229198706866844,0.2887301445007324,16.623705545591495,0.7162409424781799,14.476174654631059,0.7530636191368103,0.5538222193717957,817651,1371,1030
stereo_left,301,assimilation_0_79_percent,000301.png,12.227843577132294,0.28868356347084045,16.61125171671341,0.7159366011619568,14.462735612924217,0.7523878216743469,0.5551120042800903,817861,1371,1028
stereo_left,302,assimilation_0_79_percent,000302.png,12.22679792441168,0.2887190580368042,16.602519053664626,0.7158684134483337,14.450616375337544,0.7518506646156311,0.5544471144676208,818073,1371,1026
stereo_left,303,assimilation_0_79_percent,000303.png,12.225720922164182,0.28876930475234985,16.59303081978618,0.7158458232879639,14.438693160966348,0.751357913017273,0.5545406937599182,818286,1371,1024
stereo_left,304,assimilation_0_79_percent,000304.png,12.22495770079627,0.2888225018978119,16.585780986412626,0.7158132791519165,14.427566660075755,0.7508590221405029,0.5609574913978577,818499,1371,1022
stereo_left,305,assimilation_0_79_percent,000305.png,12.224229443682038,0.288866251707077,16.578932893823183,0.7157670855522156,14.420778153203383,0.750589907169342,0.562524676322937,818704,1371,1021
stereo_left,306,assimilation_0_79_percent,000306.png,12.22371026039716,0.2889215052127838,16.573882921498118,0.7157278060913086,14.414563545395758,0.7503166198730469,0.5622761249542236,818893,1371,1020
stereo_left,307,assimilation_0_79_percent,000307.png,12.223048884332137,0.2889364957809448,16.567572096461372,0.7155873775482178,14.415499418159479,0.7504206895828247,0.562421441078186,819085,1372,1020
stereo_left,308,assimilation_0_79_percent,000308.png,12.222729300320339,0.28897857666015625,16.5633268264384,0.7155513167381287,14.417085004482267,0.7505778670310974,0.5623152256011963,819277,1373,1020
stereo_left,309,assimilation_0_79_percent,000309.png,12.222604604153497,0.2890060245990753,16.560186904284468,0.7154473662376404,14.415987332430058,0.7505190372467041,0.5622220635414124,819460,1373,1020
stereo_left,310,assimilation_0_79_percent,000310.png,12.22232094720522,0.2890608608722687,16.557405130502833,0.7154463529586792,14.414789781865785,0.7505100965499878,0.5624133944511414,819631,1373,1020
stereo_left,311,assimilation_0_79_percent,000311.png,12.222064835201332,0.28910934925079346,16.55379020588724,0.7154002785682678,14.413507186023457,0.7504772543907166,0.5624255537986755,819808,1373,1020
stereo_left,312,assimilation_0_79_percent,000312.png,12.221868645811005,0.28921037912368774,16.551448717286824,0.715525209903717,14.412452424168977,0.7505438327789307,0.5624058842658997,819973,1373,1020
stereo_left,313,assimilation_0_79_percent,000313.png,12.22185083538357,0.28926026821136475,16.549338728596343,0.7155311703681946,14.411514527015001,0.7505369782447815,0.5627346634864807,820139,1373,1020
stereo_left,314,assimilation_0_79_percent,000314.png,12.221794166327653,0.2893415689468384,16.547817920754763,0.7156211137771606,14.410904265375692,0.750586211681366,0.5625293254852295,820296,1373,1020
stereo_left,315,assimilation_0_79_percent,000315.png,12.221772848159931,0.28939056396484375,16.54661758216107,0.7156330943107605,14.410485709423641,0.7505949139595032,0.5625240802764893,820459,1373,1020
stereo_left,316,assimilation_0_79_percent,000316.png,12.22158935433421,0.2894762456417084,16.544424150282822,0.715732753276825,14.409410245833422,0.750652551651001,0.5629039406776428,820613,1373,1020
stereo_left,317,assimilation_0_79_percent,000317.png,12.221342459435112,0.2895253598690033,16.540683230547167,0.7157356142997742,14.407842636271324,0.7506530284881592,0.5628889799118042,820767,1373,1020
stereo_left,318,assimilation_0_79_percent,000318.png,12.221198376438757,0.2895716428756714,16.538927000416287,0.7157782316207886,14.407006154544478,0.750679612159729,0.5629778504371643,820917,1373,1020
stereo_left,319,assimilation_0_79_percent,000319.png,12.221179489508959,0.2896133363246918,16.538067377556676,0.7157765030860901,14.406572354469336,0.7506788969039917,0.5630272626876831,821062,1373,1020
stereo_left,320,assimilation_0_79_percent,000320.png,12.221048362518236,0.2896374464035034,16.536344269613572,0.7157285809516907,14.405681236551107,0.7506478428840637,0.5633028745651245,821197,1373,1020
stereo_left,321,assimilation_0_79_percent,000321.png,12.221055377442196,0.28968197107315063,16.535482607644038,0.715747058391571,14.40547555127811,0.7506650686264038,0.5629821419715881,821348,1373,1020
stereo_left,322,assimilation_0_79_percent,000322.png,12.22114441400011,0.28973937034606934,16.53490267605664,0.7158018946647644,14.405355535521595,0.7506979703903198,0.562950074672699,821478,1373,1020
stereo_left,323,assimilation_0_79_percent,000323.png,12.221085056092015,0.2897566556930542,16.531769034233523,0.715785026550293,14.40170979758067,0.7505435943603516,0.5627753734588623,821610,1372,1020
stereo_left,324,assimilation_0_79_percent,000324.png,12.220028081566944,0.28978872299194336,16.5253820408945,0.715790867805481,14.401247108094193,0.7506958246231079,0.5629308223724365,821734,1373,1020
stereo_left,325,assimilation_0_79_percent,000325.png,12.219009118963731,0.2897750437259674,16.51795026254963,0.7156559824943542,14.400866473740578,0.7507720589637756,0.5630505084991455,821864,1374,1020
stereo_left,326,assimilation_0_79_percent,000326.png,12.217522099995682,0.28976523876190186,16.51009944002959,0.7155617475509644,14.396315708772443,0.7506673336029053,0.5630757808685303,821995,1374,1020
stereo_left,327,assimilation_0_79_percent,000327.png,12.216398343154127,0.28979334235191345,16.503856687371936,0.7155347466468811,14.392690004135025,0.7506173849105835,0.5630470514297485,822125,1374,1020
stereo_left,328,assimilation_0_79_percent,000328.png,12.215169255423268,0.2897777557373047,16.496507474342764,0.7154356241226196,14.389400695871943,0.7505451440811157,0.56294184923172,822249,1374,1020
stereo_left,329,assimilation_0_79_percent,000329.png,12.213742268544102,0.2897701859474182,16.48810499008824,0.71533203125,14.388993541016678,0.7506698966026306,0.5587443709373474,822394,1375,1020
stereo_left,330,assimilation_0_79_percent,000330.png,12.212227163898046,0.2897842228412628,16.47941159644244,0.7152855396270752,14.385473865483394,0.7506349086761475,0.5587489008903503,822535,1375,1020
stereo_left,331,assimilation_0_79_percent,000331.png,12.209481878694104,0.28972265124320984,16.468417258214252,0.7151188850402832,14.381498224975626,0.7506474256515503,0.5587639212608337,822680,1375,1020
stereo_left,332,assimilation_0_79_percent,000332.png,12.208178348114377,0.289695143699646,16.459131668385997,0.7149423956871033,14.377120177355131,0.7505367398262024,0.5589917898178101,822831,1375,1020
stereo_left,333,assimilation_0_79_percent,000333.png,12.206835945727963,0.2897120714187622,16.45044672169606,0.7148591876029968,14.37362206570006,0.7505173087120056,0.5591709613800049,823021,1375,1020
stereo_left,334,assimilation_0_79_percent,000334.png,12.205504442920592,0.2897585332393646,16.44232712483297,0.7148548364639282,14.37714455660614,0.7508583068847656,0.5599437355995178,823206,1377,1020
stereo_left,335,assimilation_0_79_percent,000335.png,12.203530526110239,0.2897939682006836,16.43403796821554,0.7147985100746155,14.373466167353975,0.750743567943573,0.5605049729347229,823402,1377,1020
stereo_left,336,assimilation_0_79_percent,000336.png,12.201647218182812,0.2898609936237335,16.424893703501407,0.714834451675415,14.36922672682256,0.7506704926490784,0.5605524778366089,823586,1377,1020
stereo_left,337,assimilation_0_79_percent,000337.png,12.199894675540428,0.28988468647003174,16.417578585447863,0.7148075699806213,14.36582382725765,0.7506199479103088,0.5609664916992188,823746,1377,1020
stereo_left,338,assimilation_0_79_percent,000338.png,12.19874755399788,0.28989994525909424,16.410407793416802,0.7147484421730042,14.362780107219011,0.7506028413772583,0.5610277652740479,823894,1377,1020
