frame,timestamp_s,segment,track_3d_mean_mm,track_3d_rmse_mm,stereo_left_track_2d_mean_px,stereo_left_track_2d_rmse_px,stereo_right_track_2d_mean_px,stereo_right_track_2d_rmse_px
240,8.0,assimilation_0_79_percent,0.6056402921676636,0.9541659355163574,5.195600509643555,8.316585540771484,5.883533954620361,9.55816650390625
241,8.033333333333333,assimilation_0_79_percent,0.6759201884269714,1.0599725246429443,6.079461574554443,10.025922775268555,6.720678806304932,10.992576599121094
242,8.066666666666666,assimilation_0_79_percent,0.7576954960823059,1.1871318817138672,7.005585670471191,11.886810302734375,7.621904373168945,12.6733980178833
243,8.1,assimilation_0_79_percent,0.8304626941680908,1.3139424324035645,6.6599836349487305,11.43808364868164,8.411174774169922,14.175418853759766
244,8.133333333333333,assimilation_0_79_percent,0.8839790225028992,1.3930671215057373,8.499369621276855,14.658990859985352,9.055856704711914,15.217950820922852
245,8.166666666666666,assimilation_0_79_percent,0.9314778447151184,1.458294153213501,9.06104850769043,15.486180305480957,9.608986854553223,16.006141662597656
246,8.2,assimilation_0_79_percent,0.9819770455360413,1.5191950798034668,9.663228988647461,16.270263671875,10.182781219482422,16.733631134033203
247,8.233333333333333,assimilation_0_79_percent,1.017693042755127,1.5703128576278687,10.061997413635254,16.92141342163086,10.569928169250488,17.34861183166504
248,8.266666666666667,assimilation_0_79_percent,1.0719835758209229,1.6500229835510254,10.663887023925781,17.882761001586914,11.180706024169922,18.30019187927246
249,8.3,assimilation_0_79_percent,1.1165683269500732,1.7112575769424438,11.133545875549316,18.594385147094727,11.649030685424805,18.991350173950195
250,8.333333333333334,assimilation_0_79_percent,1.1553559303283691,1.772047519683838,11.54211711883545,19.28094482421875,12.046293258666992,19.652099609375
251,8.366666666666667,assimilation_0_79_percent,1.1931383609771729,1.821433186531067,11.947798728942871,19.90374183654785,12.434800148010254,20.23934555053711
252,8.4,assimilation_0_79_percent,1.2346271276474,1.8791906833648682,12.43118953704834,20.60675621032715,12.90854263305664,20.921045303344727
253,8.433333333333334,assimilation_0_79_percent,1.269844651222229,1.9251803159713745,12.808043479919434,21.164779663085938,13.27547836303711,21.462678909301758
