frame,timestamp_s,segment,track_3d_mean_mm,track_3d_rmse_mm,stereo_left_track_2d_mean_px,stereo_left_track_2d_rmse_px,stereo_right_track_2d_mean_px,stereo_right_track_2d_rmse_px
7,0.23333333333333334,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.092745304107666,4.8153276443481445
15,0.5,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.092745304107666,4.8153276443481445
23,0.7666666666666667,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.092745304107666,4.8153276443481445
31,1.0333333333333334,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.092745304107666,4.8153276443481445
39,1.3,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.092745304107666,4.8153276443481445
47,1.5666666666666667,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.092745304107666,4.8153276443481445
55,1.8333333333333333,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.172355890274048,4.910270690917969,2.161038875579834,4.897602558135986
63,2.1,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.161038875579834,4.897602558135986
71,2.3666666666666667,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.161038875579834,4.897602558135986
79,2.6333333333333333,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.161038875579834,4.897602558135986
87,2.9,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.092745304107666,4.8153276443481445
95,3.1666666666666665,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.092745304107666,4.8153276443481445
103,3.433333333333333,assimilation_0_79_percent,0.19963864982128143,0.4288069009780884,2.103569984436035,4.827780246734619,2.092745304107666,4.8153276443481445
111,3.7,assimilation_0_79_percent,0.22631779313087463,0.4263632893562317,2.2467684745788574,4.728966236114502,2.2258148193359375,4.717368125915527
119,3.966666666666667,assimilation_0_79_percent,0.2298905998468399,0.4275001585483551,2.285212516784668,4.7468461990356445,2.265024423599243,4.737683296203613
127,4.233333333333333,assimilation_0_79_percent,0.22910675406455994,0.4256756007671356,2.296948194503784,4.73345947265625,2.275242567062378,4.722874164581299
135,4.5,assimilation_0_79_percent,0.2405814826488495,0.42800766229629517,2.439659833908081,4.761321067810059,2.419367790222168,4.751476287841797
143,4.766666666666667,assimilation_0_79_percent,0.24266700446605682,0.426993191242218,2.487915277481079,4.778196334838867,2.470519542694092,4.7705769538879395
151,5.033333333333333,assimilation_0_79_percent,0.28739550709724426,0.4627980589866638,2.7425737380981445,4.897335052490234,2.7175211906433105,4.880490303039551
159,5.3,assimilation_0_79_percent,0.2715568542480469,0.44553855061531067,2.7494585514068604,4.918069362640381,2.73321270942688,4.90847635269165
167,5.566666666666666,assimilation_0_79_percent,0.28352728486061096,0.4544089436531067,2.900745391845703,5.033051490783691,2.879572629928589,5.0236663818359375
175,5.833333333333333,assimilation_0_79_percent,0.2998831570148468,0.46285906434059143,2.9979212284088135,5.063709259033203,2.97900652885437,5.058108329772949
183,6.1,assimilation_0_79_percent,0.29779285192489624,0.46476149559020996,2.9486289024353027,5.070704936981201,2.932659387588501,5.067152500152588
191,6.366666666666666,assimilation_0_79_percent,0.2938978970050812,0.46488651633262634,2.875170946121216,5.045285224914551,2.860485553741455,5.039157867431641
199,6.633333333333334,assimilation_0_79_percent,0.2886600196361542,0.4669763743877411,2.8748934268951416,5.1252336502075195,2.8604023456573486,5.118324279785156
207,6.9,assimilation_0_79_percent,0.28953373432159424,0.4643312394618988,2.872426748275757,5.124484062194824,2.8609111309051514,5.118349552154541
215,7.166666666666667,assimilation_0_79_percent,0.4152204692363739,0.5374102592468262,4.060654163360596,5.671701908111572,4.040457725524902,5.657452583312988
223,7.433333333333334,assimilation_0_79_percent,0.5108409523963928,0.6322602033615112,4.976320266723633,6.571069717407227,4.951785087585449,6.54596471786499
231,7.7,assimilation_0_79_percent,0.5485842823982239,0.6950389742851257,5.265162467956543,7.209218978881836,5.242171764373779,7.176117420196533
239,7.966666666666667,assimilation_0_79_percent,0.5391075015068054,0.7098691463470459,5.305932998657227,7.383449077606201,5.269136905670166,7.342122554779053
247,8.233333333333333,assimilation_0_79_percent,0.5217188596725464,0.701000452041626,5.192623615264893,7.491477966308594,5.14995813369751,7.443528652191162
255,8.5,assimilation_0_79_percent,0.4918217360973358,0.6671684980392456,5.043419361114502,7.255816459655762,5.0072431564331055,7.213493347167969
263,8.766666666666667,assimilation_0_79_percent,0.4988577961921692,0.6732625365257263,5.1078572273254395,7.385860919952393,5.071566581726074,7.34209680557251
271,9.033333333333333,assimilation_0_79_percent,0.5085424780845642,0.6770414710044861,5.027206897735596,7.21708345413208,4.984549045562744,7.172155380249023
279,9.3,assimilation_0_79_percent,1.1010087728500366,1.3660184144973755,8.577616691589355,11.116278648376465,8.787626266479492,11.239383697509766
287,9.566666666666666,assimilation_0_79_percent,1.4684172868728638,1.7833259105682373,14.345614433288574,19.43122673034668,14.410955429077148,19.54216194152832
295,9.833333333333334,assimilation_0_79_percent,1.3021693229675293,1.572400689125061,12.60196590423584,16.60019874572754,12.523686408996582,16.515565872192383
